file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,centroid,bandwidth,rolloff,flatness,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr,rms,hive,timestamp
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_170314.flac,-518.2877006101288,144.09384868784244,18.731112946030123,-6.684219351907029,15.789322164622588,2.66327771977512,-13.345245140814376,-3.3145013776732655,-1.8563554214812819,-13.316311209431218,-11.495726303515047,-5.39105790780947,-10.235842686461044,546.5997478770596,536.4224998692332,1069.5209663982228,2.84137756907074e-05,0.36682337278987126,0.34935345705214815,0.337926173329836,0.35855757146475686,0.3679738676059915,0.40839040159726075,0.4597148384318624,0.5443556664151901,0.6939928732298268,0.815930942238937,0.6757289339925885,0.4604777425245983,0.039276190641488476,0.00039724982,hive_03,2026-03-07 17:03:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_173314.flac,-590.2628768945611,210.5189712818768,-19.19622345047825,-8.40993482201931,31.354920185623413,-12.091378601928533,-15.236909685190899,4.203751002744395,-9.87415633208868,-15.000733940899126,-7.9084313233206345,-10.23886042286291,-11.254548669025159,561.5687636740832,551.1739092951059,1111.938350458206,3.5371039784434635e-05,0.39512629067295424,0.35002004397653513,0.3487699515884813,0.3799501586281833,0.3925004709280973,0.4181715877366821,0.4908460399971908,0.6269964233849582,0.8059665161865497,0.873989300834694,0.6719287121601305,0.5001657748434135,0.0407806685642877,0.00025746544,hive_03,2026-03-07 17:33:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_180314.flac,-616.1154387692674,246.77377994778237,-42.7914099148936,-1.6431392968416814,35.02121371802153,-19.717099557379033,-8.669493867261137,2.4559942157681474,-12.212660204433744,-8.962374905330801,-10.66091581581174,-10.80636392351428,-8.684933901908822,565.333711440406,551.4124301893468,1125.2121632879755,3.5791563938461145e-05,0.367912951405267,0.33372003927169164,0.36331395526643934,0.39971689596230014,0.41297102282457426,0.4475525429007796,0.5438851426696409,0.7122800314315071,0.8965098331619379,0.8466441046115842,0.5901721908015495,0.45140693369340995,0.04162890516523188,0.0002519764,hive_03,2026-03-07 18:03:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_183314.flac,-641.5371760081305,262.90613305125805,-53.966866820914944,4.546834291300172,35.09524210632958,-24.050618995527284,-5.691918749859737,-0.15538812565676186,-12.63075482099336,-7.173569188243906,-12.769866976043067,-9.536546790009279,-8.597890106264478,560.0160843646345,549.7008648188006,1111.3485143015828,3.782155369637774e-05,0.3575222615475032,0.29202099129778303,0.28998811164541816,0.3138110855693333,0.34419751266629933,0.3721115401166985,0.43252238717185515,0.5807444952183644,0.7788102256932433,0.9159356901332848,0.7372764541639991,0.49730028782081726,0.04071124340460983,0.00022784386,hive_03,2026-03-07 18:33:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_190314.flac,-644.3410611023138,264.62956040457937,-55.85930147939693,4.6881945632436715,34.73650563827364,-23.204176924167744,-4.482325670897658,-1.3348926002434878,-12.80482279642196,-6.954245445280041,-13.464219171707775,-9.197301101163292,-8.685805713595668,561.6656952213267,549.6572264137184,1117.96334351569,3.88584799484401e-05,0.35413247470786413,0.29358531062735915,0.28890236723017093,0.3173620432017958,0.3436527120914028,0.3633765776899,0.43938307969240825,0.5954973208579573,0.8051019768712575,0.9076292052497104,0.7087586231431033,0.4896677851267359,0.040911812690919196,0.00022394159,hive_03,2026-03-07 19:03:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_193314.flac,-618.1265572573111,232.79169330026863,-32.97705097629576,-4.502207833328109,35.10485584481382,-16.813014937774756,-12.861628489322138,2.266030159680259,-11.872709267134159,-9.344838774657115,-7.668327731648003,-11.09758284198367,-8.558192699834573,560.6474361317696,550.3045774547867,1123.931685642877,3.828450638684189e-05,0.3069885042092551,0.2602157489266815,0.28143567722630175,0.3232993129321865,0.351143948828162,0.40737419981880924,0.5154535888031779,0.7264665647099612,0.8968074370679675,0.7725705057858671,0.5179675531851636,0.3957609523165128,0.04071962649264093,0.00022780313,hive_03,2026-03-07 19:33:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_200314.flac,-633.3799869462771,250.4076873562714,-46.85911413992125,1.519662755595025,37.350650252975505,-20.498718420909007,-8.695164696738388,0.5961468169206601,-12.781397116850187,-7.761241828350068,-11.1685461299609,-10.769299930537287,-8.28908841887442,563.3058267674469,556.4412355041326,1145.0763676756455,3.8868894447532616e-05,0.34166727050525203,0.27712977485996326,0.2940030765552216,0.32437365668447327,0.3392300273855355,0.3643338167878771,0.46539492774805125,0.6718781972448082,0.8819280610063989,0.8279854193949816,0.5831911048801941,0.45261465842799564,0.04052622535406831,0.00022642901,hive_03,2026-03-07 20:03:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_203314.flac,-628.7421504303255,231.29196451655275,-32.48906737404965,-3.9537066976441158,36.50231769948904,-16.268985528581485,-14.022872790520053,1.7083139163535896,-12.819742468515988,-11.429248109346723,-8.875699734972795,-12.324792689290565,-10.023857319285874,554.7863606073095,549.9146420546055,1119.7758955845597,4.0662367502852665e-05,0.29945972883647587,0.27726827472013316,0.2987290238887144,0.32166697963456947,0.337885306317925,0.3899463860628504,0.4729694884938665,0.6609838538883959,0.8928644431726562,0.8095434197977166,0.4978516921686912,0.34834943624367887,0.03974029783393502,0.00021029389,hive_03,2026-03-07 20:33:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_210314.flac,-652.1191150483914,254.43721689898737,-47.542752562291014,2.6196480517616023,38.36456106432575,-21.353518265993024,-9.280154532291698,0.1874166551226435,-13.880294170234713,-8.626186537810051,-11.237300450465586,-11.506895279949438,-9.517257881006199,551.5785752796764,547.9195095493918,1112.4443210219383,4.052862190561326e-05,0.3652719336663036,0.28116179379636475,0.2791074239536789,0.3105088531641843,0.3348252387630231,0.3533275735032181,0.39056182495164204,0.5205763995243664,0.7434410320309098,0.8772578566563413,0.7197739379544585,0.5108051089269299,0.039502777006387116,0.00020255562,hive_03,2026-03-07 21:03:14
/Users/user/Desktop/hivenavigator/audio/hive_03/03/07/hive_03_20260307_213314.flac,-652.647558244498,257.62676637014187,-52.85224622847118,5.0594870713073,39.2065190048095,-23.03326319799683,-8.695970136721087,-0.03386889765768054,-12.765455496996879,-7.464223417684774,-11.964321291405282,-11.090071174432934,-9.683205585760282,567.7550006764883,561.8516948822491,1169.8544848653153,4.450365170566703e-05,0.4032368864235767,0.3199124699698336,0.329635349860623,0.37498079021423425,0.40336253852603604,0.4271724736460284,0.44900810445119055,0.5698713103619641,0.7663220610907672,0.894430053132087,0.7186222301862328,0.4949505623758843,0.04080788322688142,0.00019702878,hive_03,2026-03-07 21:33:14
